,dates,rank,book_name,author,genre,hour,minute
7,2019-12-03,8,야콥 시리즈,한스 라트,독일 소설,16,0
8,2019-12-03,9,동급생,히가시노 게이고,일본 소설,16,0
9,2019-12-03,10,영어책 한권 외워봤니?,김민식,성공/삶의자세,16,0
10,2019-12-03,11,죽여 마땅한 사람들,피터 스완슨,영미소설,16,0
11,2019-12-03,12,직지,김진명,한국소설,16,0
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,16,20
1,2019-12-03,2,가재가 노래하는 곳,델리아 오언스,영미소설,16,20
2,2019-12-03,3,해리 포터 시리즈,조앤.K.롤링,영미소설,16,20
3,2019-12-03,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,16,20
4,2019-12-03,5,우리는 왜 잠을 자야 할까,매슈 워커,인문,16,20
5,2019-12-03,6,90년생이 온다,임홍택,경제일반,16,20
6,2019-12-03,7,직지,김진명,한국소설,16,20
7,2019-12-03,8,일의 기쁨과 슬픔,장류진,한국소설,16,20
8,2019-12-03,9,에이트,이지성,성공/삶의자세,16,20
9,2019-12-03,10,트렌드 코리아 2020,김난도,마케팅/세일즈,16,20
10,2019-12-03,11,포노 사피엔스,최재붕,경영일반,16,20
11,2019-12-03,12,뇌 욕망의 비밀을 풀다,한스-게오르크 호이젤,마케팅/세일즈,16,20
0,2019-12-03,1,90년생이 온다,임홍택,경제일반,16,40
1,2019-12-03,2,해리 포터 시리즈,조앤.K.롤링,영미소설,16,40
2,2019-12-03,3,동급생,히가시노 게이고,일본 소설,16,40
3,2019-12-03,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,16,40
4,2019-12-03,5,가재가 노래하는 곳,델리아 오언스,영미소설,16,40
5,2019-12-03,6,일의 기쁨과 슬픔,장류진,한국소설,16,40
6,2019-12-03,7,직지,김진명,한국소설,16,40
7,2019-12-03,8,트렌드 코리아 2020,김난도,마케팅/세일즈,16,40
8,2019-12-03,9,에이트,이지성,성공/삶의자세,16,40
9,2019-12-03,10,우리는 왜 잠을 자야 할까,매슈 워커,인문,16,40
10,2019-12-03,11,초격차,권오현,경영일반,16,40
11,2019-12-03,12,말 그릇,김윤나,설득/화술/협상,16,40
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,17,0
1,2019-12-03,2,해리 포터 시리즈,조앤.K.롤링,영미소설,17,0
2,2019-12-03,3,가재가 노래하는 곳,델리아 오언스,영미소설,17,0
3,2019-12-03,4,90년생이 온다,임홍택,경제일반,17,0
4,2019-12-03,5,우리는 왜 잠을 자야 할까,매슈 워커,인문,17,0
5,2019-12-03,6,직지,김진명,한국소설,17,0
6,2019-12-03,7,에이트,이지성,성공/삶의자세,17,0
7,2019-12-03,8,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,17,0
8,2019-12-03,9,일의 기쁨과 슬픔,장류진,한국소설,17,0
9,2019-12-03,10,팩트풀니스,한스 로슬링 외 2명,인문,17,0
10,2019-12-03,11,밀레니얼 이코노미,홍춘욱/박종훈,경제일반,17,0
11,2019-12-03,12,트렌드 코리아 2020,김난도,마케팅/세일즈,17,0
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,17,20
1,2019-12-03,2,90년생이 온다,임홍택,경제일반,17,20
2,2019-12-03,3,해리 포터 시리즈,조앤.K.롤링,영미소설,17,20
3,2019-12-03,4,에이트,이지성,성공/삶의자세,17,20
4,2019-12-03,5,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,17,20
5,2019-12-03,6,우리는 왜 잠을 자야 할까,매슈 워커,인문,17,20
6,2019-12-03,7,드래곤 라자,이영도,국내 판타지 소설,17,20
7,2019-12-03,8,직지,김진명,한국소설,17,20
8,2019-12-03,9,가재가 노래하는 곳,델리아 오언스,영미소설,17,20
9,2019-12-03,10,일의 기쁨과 슬픔,장류진,한국소설,17,20
10,2019-12-03,11,죽여 마땅한 사람들,피터 스완슨,영미소설,17,20
11,2019-12-03,12,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,17,20
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,17,40
1,2019-12-03,2,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,17,40
2,2019-12-03,3,가재가 노래하는 곳,델리아 오언스,영미소설,17,40
3,2019-12-03,4,해리 포터 시리즈,조앤.K.롤링,영미소설,17,40
4,2019-12-03,5,90년생이 온다,임홍택,경제일반,17,40
5,2019-12-03,6,일의 기쁨과 슬픔,장류진,한국소설,17,40
6,2019-12-03,7,에이트,이지성,성공/삶의자세,17,40
7,2019-12-03,8,제왕업,메이위저/zipcy,중국 소설,17,40
8,2019-12-03,9,직지,김진명,한국소설,17,40
9,2019-12-03,10,나는 농담으로 과학을 말한다,오후,과학일반,17,40
10,2019-12-03,11,우리는 왜 잠을 자야 할까,매슈 워커,인문,17,40
11,2019-12-03,12,타이탄의 도구들,티모시 페리스,성공/삶의자세,17,40
0,2019-12-03,1,가재가 노래하는 곳,델리아 오언스,영미소설,18,0
1,2019-12-03,2,동급생,히가시노 게이고,일본 소설,18,0
2,2019-12-03,3,해리 포터 시리즈,조앤.K.롤링,영미소설,18,0
3,2019-12-03,4,일의 기쁨과 슬픔,장류진,한국소설,18,0
4,2019-12-03,5,직지,김진명,한국소설,18,0
5,2019-12-03,6,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,18,0
6,2019-12-03,7,드래곤 라자,이영도,국내 판타지 소설,18,0
7,2019-12-03,8,90년생이 온다,임홍택,경제일반,18,0
8,2019-12-03,9,에이트,이지성,성공/삶의자세,18,0
9,2019-12-03,10,뇌 욕망의 비밀을 풀다,한스-게오르크 호이젤,마케팅/세일즈,18,0
10,2019-12-03,11,나는 농담으로 과학을 말한다,오후,과학일반,18,0
11,2019-12-03,12,우리는 왜 잠을 자야 할까,매슈 워커,인문,18,0
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,18,20
1,2019-12-03,2,해리 포터 시리즈,조앤.K.롤링,영미소설,18,20
2,2019-12-03,3,가재가 노래하는 곳,델리아 오언스,영미소설,18,20
3,2019-12-03,4,90년생이 온다,임홍택,경제일반,18,20
4,2019-12-03,5,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,18,20
5,2019-12-03,6,일의 기쁨과 슬픔,장류진,한국소설,18,20
6,2019-12-03,7,에이트,이지성,성공/삶의자세,18,20
7,2019-12-03,8,초격차,권오현,경영일반,18,20
8,2019-12-03,9,제왕업,메이위저/zipcy,중국 소설,18,20
9,2019-12-03,10,우리는 왜 잠을 자야 할까,매슈 워커,인문,18,20
10,2019-12-03,11,야콥 시리즈,한스 라트,독일 소설,18,20
11,2019-12-03,12,죽여 마땅한 사람들,피터 스완슨,영미소설,18,20
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,18,40
1,2019-12-03,2,가재가 노래하는 곳,델리아 오언스,영미소설,18,40
2,2019-12-03,3,해리 포터 시리즈,조앤.K.롤링,영미소설,18,40
3,2019-12-03,4,90년생이 온다,임홍택,경제일반,18,40
4,2019-12-03,5,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,18,40
5,2019-12-03,6,우리는 왜 잠을 자야 할까,매슈 워커,인문,18,40
6,2019-12-03,7,초격차,권오현,경영일반,18,40
7,2019-12-03,8,스몰 자이언츠가 온다,보 벌링엄,CEO/리더십,18,40
8,2019-12-03,9,테메레르,나오미 노빅,영미소설,18,40
9,2019-12-03,10,12가지 인생의 법칙,조던 B. 피터슨,인문,18,40
10,2019-12-03,11,사피엔스,유발 하라리,인문,18,40
11,2019-12-03,12,멋진 신세계,올더스 헉슬리,영미소설,18,40
0,2019-12-03,1,해리 포터 시리즈,조앤.K.롤링,영미소설,19,0
1,2019-12-03,2,90년생이 온다,임홍택,경제일반,19,0
2,2019-12-03,3,가재가 노래하는 곳,델리아 오언스,영미소설,19,0
3,2019-12-03,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,19,0
4,2019-12-03,5,일의 기쁨과 슬픔,장류진,한국소설,19,0
5,2019-12-03,6,초격차,권오현,경영일반,19,0
6,2019-12-03,7,사피엔스,유발 하라리,인문,19,0
7,2019-12-03,8,우리는 왜 잠을 자야 할까,매슈 워커,인문,19,0
8,2019-12-03,9,영어책 한권 외워봤니?,김민식,성공/삶의자세,19,0
9,2019-12-03,10,화폐전쟁,쑹훙빙,재테크/금융/부동산,19,0
10,2019-12-03,11,뇌 욕망의 비밀을 풀다,한스-게오르크 호이젤,마케팅/세일즈,19,0
11,2019-12-03,12,드래곤 라자,이영도,국내 판타지 소설,19,0
0,2019-12-03,1,해리 포터 시리즈,조앤.K.롤링,영미소설,19,20
1,2019-12-03,2,가재가 노래하는 곳,델리아 오언스,영미소설,19,20
2,2019-12-03,3,90년생이 온다,임홍택,경제일반,19,20
3,2019-12-03,4,일의 기쁨과 슬픔,장류진,한국소설,19,20
4,2019-12-03,5,초격차,권오현,경영일반,19,20
5,2019-12-03,6,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,19,20
6,2019-12-03,7,야콥 시리즈,한스 라트,독일 소설,19,20
7,2019-12-03,8,우리는 왜 잠을 자야 할까,매슈 워커,인문,19,20
8,2019-12-03,9,제왕업,메이위저/zipcy,중국 소설,19,20
9,2019-12-03,10,밀레니얼 이코노미,홍춘욱/박종훈,경제일반,19,20
10,2019-12-03,11,동급생,히가시노 게이고,일본 소설,19,20
11,2019-12-03,12,사피엔스,유발 하라리,인문,19,20
0,2019-12-03,1,해리 포터 시리즈,조앤.K.롤링,영미소설,19,40
1,2019-12-03,2,90년생이 온다,임홍택,경제일반,19,40
2,2019-12-03,3,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,19,40
3,2019-12-03,4,일의 기쁨과 슬픔,장류진,한국소설,19,40
4,2019-12-03,5,가재가 노래하는 곳,델리아 오언스,영미소설,19,40
5,2019-12-03,6,에이트,이지성,성공/삶의자세,19,40
6,2019-12-03,7,우리는 왜 잠을 자야 할까,매슈 워커,인문,19,40
7,2019-12-03,8,초격차,권오현,경영일반,19,40
8,2019-12-03,9,은하영웅전설,다나카 요시키,일본 소설,19,40
9,2019-12-03,10,야콥 시리즈,한스 라트,독일 소설,19,40
10,2019-12-03,11,동급생,히가시노 게이고,일본 소설,19,40
11,2019-12-03,12,플랫폼 제국의 미래,스콧 갤러웨이,CEO/리더십,19,40
0,2019-12-03,1,해리 포터 시리즈,조앤.K.롤링,영미소설,20,0
1,2019-12-03,2,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,20,0
2,2019-12-03,3,밀레니얼 이코노미,홍춘욱/박종훈,경제일반,20,0
3,2019-12-03,4,동급생,히가시노 게이고,일본 소설,20,0
4,2019-12-03,5,90년생이 온다,임홍택,경제일반,20,0
5,2019-12-03,6,일의 기쁨과 슬픔,장류진,한국소설,20,0
6,2019-12-03,7,가재가 노래하는 곳,델리아 오언스,영미소설,20,0
7,2019-12-03,8,에이트,이지성,성공/삶의자세,20,0
8,2019-12-03,9,1일 1페이지 세상에서 가장 짧은 교양 수업 365,데이비드 S. 키더/노아 D. 오펜하임,인문,20,0
9,2019-12-03,10,직지,김진명,한국소설,20,0
10,2019-12-03,11,초격차,권오현,경영일반,20,0
11,2019-12-03,12,아주 작은 습관의 힘,제임스 클리어,성공/삶의자세,20,0
0,2019-12-03,1,해리 포터 시리즈,조앤.K.롤링,영미소설,20,20
1,2019-12-03,2,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,20,20
2,2019-12-03,3,가재가 노래하는 곳,델리아 오언스,영미소설,20,20
3,2019-12-03,4,90년생이 온다,임홍택,경제일반,20,20
4,2019-12-03,5,우리는 왜 잠을 자야 할까,매슈 워커,인문,20,20
5,2019-12-03,6,동급생,히가시노 게이고,일본 소설,20,20
6,2019-12-03,7,에이트,이지성,성공/삶의자세,20,20
7,2019-12-03,8,일의 기쁨과 슬픔,장류진,한국소설,20,20
8,2019-12-03,9,초격차,권오현,경영일반,20,20
9,2019-12-03,10,드래곤 라자,이영도,국내 판타지 소설,20,20
10,2019-12-03,11,나는 농담으로 과학을 말한다,오후,과학일반,20,20
11,2019-12-03,12,직지,김진명,한국소설,20,20
0,2019-12-03,1,해리 포터 시리즈,조앤.K.롤링,영미소설,20,40
1,2019-12-03,2,동급생,히가시노 게이고,일본 소설,20,40
2,2019-12-03,3,90년생이 온다,임홍택,경제일반,20,40
3,2019-12-03,4,가재가 노래하는 곳,델리아 오언스,영미소설,20,40
4,2019-12-03,5,우리는 왜 잠을 자야 할까,매슈 워커,인문,20,40
5,2019-12-03,6,드래곤 라자,이영도,국내 판타지 소설,20,40
6,2019-12-03,7,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,20,40
7,2019-12-03,8,야콥 시리즈,한스 라트,독일 소설,20,40
8,2019-12-03,9,공터에서,김훈,한국소설,20,40
9,2019-12-03,10,초격차,권오현,경영일반,20,40
10,2019-12-03,11,에이트,이지성,성공/삶의자세,20,40
11,2019-12-03,12,말 그릇,김윤나,설득/화술/협상,20,40
0,2019-12-03,1,해리 포터 시리즈,조앤.K.롤링,영미소설,21,0
1,2019-12-03,2,가재가 노래하는 곳,델리아 오언스,영미소설,21,0
2,2019-12-03,3,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,21,0
3,2019-12-03,4,일의 기쁨과 슬픔,장류진,한국소설,21,0
4,2019-12-03,5,우리는 왜 잠을 자야 할까,매슈 워커,인문,21,0
5,2019-12-03,6,초격차,권오현,경영일반,21,0
6,2019-12-03,7,90년생이 온다,임홍택,경제일반,21,0
7,2019-12-03,8,동급생,히가시노 게이고,일본 소설,21,0
8,2019-12-03,9,팩트풀니스,한스 로슬링 외 2명,인문,21,0
9,2019-12-03,10,드래곤 라자,이영도,국내 판타지 소설,21,0
10,2019-12-03,11,영어책 한권 외워봤니?,김민식,성공/삶의자세,21,0
11,2019-12-03,12,야콥 시리즈,한스 라트,독일 소설,21,0
0,2019-12-03,1,가재가 노래하는 곳,델리아 오언스,영미소설,21,20
1,2019-12-03,2,동급생,히가시노 게이고,일본 소설,21,20
2,2019-12-03,3,해리 포터 시리즈,조앤.K.롤링,영미소설,21,20
3,2019-12-03,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,21,20
4,2019-12-03,5,90년생이 온다,임홍택,경제일반,21,20
5,2019-12-03,6,초격차,권오현,경영일반,21,20
6,2019-12-03,7,팩트풀니스,한스 로슬링 외 2명,인문,21,20
7,2019-12-03,8,직지,김진명,한국소설,21,20
8,2019-12-03,9,드래곤 라자,이영도,국내 판타지 소설,21,20
9,2019-12-03,10,일의 기쁨과 슬픔,장류진,한국소설,21,20
10,2019-12-03,11,하마터면 열심히 살 뻔했다,하완,에세이,21,20
11,2019-12-03,12,검사내전,김웅,정치/사회,21,20
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,21,40
1,2019-12-03,2,90년생이 온다,임홍택,경제일반,21,40
2,2019-12-03,3,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,21,40
3,2019-12-03,4,가재가 노래하는 곳,델리아 오언스,영미소설,21,40
4,2019-12-03,5,초격차,권오현,경영일반,21,40
5,2019-12-03,6,해리 포터 시리즈,조앤.K.롤링,영미소설,21,40
6,2019-12-03,7,밀레니얼 이코노미,홍춘욱/박종훈,경제일반,21,40
7,2019-12-03,8,팩트풀니스,한스 로슬링 외 2명,인문,21,40
8,2019-12-03,9,일의 기쁨과 슬픔,장류진,한국소설,21,40
9,2019-12-03,10,은하영웅전설,다나카 요시키,일본 소설,21,40
10,2019-12-03,11,드래곤 라자,이영도,국내 판타지 소설,21,40
11,2019-12-03,12,삼체,류츠신,중국 소설,21,40
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,22,0
1,2019-12-03,2,해리 포터 시리즈,조앤.K.롤링,영미소설,22,0
2,2019-12-03,3,초격차,권오현,경영일반,22,0
3,2019-12-03,4,일의 기쁨과 슬픔,장류진,한국소설,22,0
4,2019-12-03,5,팩트풀니스,한스 로슬링 외 2명,인문,22,0
5,2019-12-03,6,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,22,0
6,2019-12-03,7,가재가 노래하는 곳,델리아 오언스,영미소설,22,0
7,2019-12-03,8,에이트,이지성,성공/삶의자세,22,0
8,2019-12-03,9,90년생이 온다,임홍택,경제일반,22,0
9,2019-12-03,10,1일 1페이지 세상에서 가장 짧은 교양 수업 365,데이비드 S. 키더/노아 D. 오펜하임,인문,22,0
10,2019-12-03,11,하버드 상위1퍼센트의 비밀,정주영,성공/삶의자세,22,0
11,2019-12-03,12,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,22,0
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,22,20
1,2019-12-03,2,해리 포터 시리즈,조앤.K.롤링,영미소설,22,20
2,2019-12-03,3,가재가 노래하는 곳,델리아 오언스,영미소설,22,20
3,2019-12-03,4,우리는 왜 잠을 자야 할까,매슈 워커,인문,22,20
4,2019-12-03,5,에이트,이지성,성공/삶의자세,22,20
5,2019-12-03,6,90년생이 온다,임홍택,경제일반,22,20
6,2019-12-03,7,야콥 시리즈,한스 라트,독일 소설,22,20
7,2019-12-03,8,팩트풀니스,한스 로슬링 외 2명,인문,22,20
8,2019-12-03,9,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,22,20
9,2019-12-03,10,일의 기쁨과 슬픔,장류진,한국소설,22,20
10,2019-12-03,11,1일 1페이지 세상에서 가장 짧은 교양 수업 365,데이비드 S. 키더/노아 D. 오펜하임,인문,22,20
11,2019-12-03,12,12가지 인생의 법칙,조던 B. 피터슨,인문,22,20
0,2019-12-03,1,동급생,히가시노 게이고,일본 소설,22,40
1,2019-12-03,2,해리 포터 시리즈,조앤.K.롤링,영미소설,22,40
2,2019-12-03,3,가재가 노래하는 곳,델리아 오언스,영미소설,22,40
3,2019-12-03,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,22,40
4,2019-12-03,5,90년생이 온다,임홍택,경제일반,22,40
5,2019-12-03,6,우리는 왜 잠을 자야 할까,매슈 워커,인문,22,40
6,2019-12-03,7,죽여 마땅한 사람들,피터 스완슨,영미소설,22,40
7,2019-12-03,8,삼체,류츠신,중국 소설,22,40
8,2019-12-03,9,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,22,40
9,2019-12-03,10,드래곤 라자,이영도,국내 판타지 소설,22,40
10,2019-12-03,11,일의 기쁨과 슬픔,장류진,한국소설,22,40
11,2019-12-03,12,야콥 시리즈,한스 라트,독일 소설,22,40
0,2019-12-03,1,해리 포터 시리즈,조앤.K.롤링,영미소설,23,0
1,2019-12-03,2,90년생이 온다,임홍택,경제일반,23,0
2,2019-12-03,3,가재가 노래하는 곳,델리아 오언스,영미소설,23,0
3,2019-12-03,4,동급생,히가시노 게이고,일본 소설,23,0
4,2019-12-03,5,일의 기쁨과 슬픔,장류진,한국소설,23,0
5,2019-12-03,6,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,23,0
6,2019-12-03,7,에이트,이지성,성공/삶의자세,23,0
7,2019-12-03,8,직지,김진명,한국소설,23,0
8,2019-12-03,9,삼체,류츠신,중국 소설,23,0
9,2019-12-03,10,죽여 마땅한 사람들,피터 스완슨,영미소설,23,0
10,2019-12-03,11,초격차,권오현,경영일반,23,0
11,2019-12-03,12,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,23,0
0,2019-12-04,1,동급생,히가시노 게이고,일본 소설,9,0
1,2019-12-04,2,가재가 노래하는 곳,델리아 오언스,영미소설,9,0
2,2019-12-04,3,에이트,이지성,성공/삶의자세,9,0
3,2019-12-04,4,베조스 레터,스티브 앤더슨,경영일반,9,0
4,2019-12-04,5,일의 기쁨과 슬픔,장류진,한국소설,9,0
5,2019-12-04,6,90년생이 온다,임홍택,경제일반,9,0
6,2019-12-04,7,해리 포터 시리즈,조앤.K.롤링,영미소설,9,0
7,2019-12-04,8,직지,김진명,한국소설,9,0
8,2019-12-04,9,초격차,권오현,경영일반,9,0
9,2019-12-04,10,우리는 왜 잠을 자야 할까,매슈 워커,인문,9,0
10,2019-12-04,11,검사내전,김웅,정치/사회,9,0
11,2019-12-04,12,타이탄의 도구들,티모시 페리스,성공/삶의자세,9,0
0,2019-12-04,1,동급생,히가시노 게이고,일본 소설,9,20
1,2019-12-04,2,90년생이 온다,임홍택,경제일반,9,20
2,2019-12-04,3,가재가 노래하는 곳,델리아 오언스,영미소설,9,20
3,2019-12-04,4,해리 포터 시리즈,조앤.K.롤링,영미소설,9,20
4,2019-12-04,5,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,9,20
5,2019-12-04,6,에이트,이지성,성공/삶의자세,9,20
6,2019-12-04,7,초격차,권오현,경영일반,9,20
7,2019-12-04,8,직지,김진명,한국소설,9,20
8,2019-12-04,9,베조스 레터,스티브 앤더슨,경영일반,9,20
9,2019-12-04,10,심리학이 이렇게 쓸모 있을 줄이야,류쉬안,성공/삶의자세,9,20
10,2019-12-04,11,타이탄의 도구들,티모시 페리스,성공/삶의자세,9,20
11,2019-12-04,12,드래곤 라자,이영도,국내 판타지 소설,9,20
0,2019-12-04,1,동급생,히가시노 게이고,일본 소설,9,40
1,2019-12-04,2,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,9,40
2,2019-12-04,3,해리 포터 시리즈,조앤.K.롤링,영미소설,9,40
3,2019-12-04,4,90년생이 온다,임홍택,경제일반,9,40
4,2019-12-04,5,초격차,권오현,경영일반,9,40
5,2019-12-04,6,가재가 노래하는 곳,델리아 오언스,영미소설,9,40
6,2019-12-04,7,에이트,이지성,성공/삶의자세,9,40
7,2019-12-04,8,아주 작은 목표의 힘,고다마 미쓰오,성공/삶의자세,9,40
8,2019-12-04,9,일의 기쁨과 슬픔,장류진,한국소설,9,40
9,2019-12-04,10,직지,김진명,한국소설,9,40
10,2019-12-04,11,사피엔스,유발 하라리,인문,9,40
11,2019-12-04,12,제왕업,메이위저/zipcy,중국 소설,9,40
0,2019-12-04,1,해리 포터 시리즈,조앤.K.롤링,영미소설,10,0
1,2019-12-04,2,동급생,히가시노 게이고,일본 소설,10,0
2,2019-12-04,3,초격차,권오현,경영일반,10,0
3,2019-12-04,4,90년생이 온다,임홍택,경제일반,10,0
4,2019-12-04,5,에이트,이지성,성공/삶의자세,10,0
5,2019-12-04,6,베조스 레터,스티브 앤더슨,경영일반,10,0
6,2019-12-04,7,제왕업,메이위저/zipcy,중국 소설,10,0
7,2019-12-04,8,죽여 마땅한 사람들,피터 스완슨,영미소설,10,0
8,2019-12-04,9,말 그릇,김윤나,설득/화술/협상,10,0
9,2019-12-04,10,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,10,0
10,2019-12-04,11,사피엔스,유발 하라리,인문,10,0
11,2019-12-04,12,직지,김진명,한국소설,10,0
0,2019-12-04,1,동급생,히가시노 게이고,일본 소설,10,20
1,2019-12-04,2,해리 포터 시리즈,조앤.K.롤링,영미소설,10,20
2,2019-12-04,3,90년생이 온다,임홍택,경제일반,10,20
3,2019-12-04,4,말 그릇,김윤나,설득/화술/협상,10,20
4,2019-12-04,5,사피엔스,유발 하라리,인문,10,20
5,2019-12-04,6,직지,김진명,한국소설,10,20
6,2019-12-04,7,메시지 S 스탠더드 에디션,유진 피터슨,종교일반,10,20
7,2019-12-04,8,죽여 마땅한 사람들,피터 스완슨,영미소설,10,20
8,2019-12-04,9,제왕업,메이위저/zipcy,중국 소설,10,20
9,2019-12-04,10,타이탄의 도구들,티모시 페리스,성공/삶의자세,10,20
10,2019-12-04,11,짐 로저스 앞으로 5년 한반도 투자 시나리오,짐 로저스/백우진,경제일반,10,20
11,2019-12-04,12,팩트풀니스,한스 로슬링 외 2명,인문,10,20
0,2019-12-04,1,90년생이 온다,임홍택,경제일반,10,40
1,2019-12-04,2,동급생,히가시노 게이고,일본 소설,10,40
2,2019-12-04,3,아주 작은 목표의 힘,고다마 미쓰오,성공/삶의자세,10,40
3,2019-12-04,4,해리 포터 시리즈,조앤.K.롤링,영미소설,10,40
4,2019-12-04,5,야콥 시리즈,한스 라트,독일 소설,10,40
5,2019-12-04,6,타이탄의 도구들,티모시 페리스,성공/삶의자세,10,40
6,2019-12-04,7,죽여 마땅한 사람들,피터 스완슨,영미소설,10,40
7,2019-12-04,8,가재가 노래하는 곳,델리아 오언스,영미소설,10,40
8,2019-12-04,9,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,10,40
9,2019-12-04,10,직지,김진명,한국소설,10,40
10,2019-12-04,11,초격차,권오현,경영일반,10,40
11,2019-12-04,12,공터에서,김훈,한국소설,10,40
0,2019-12-04,1,동급생,히가시노 게이고,일본 소설,11,0
1,2019-12-04,2,해리 포터 시리즈,조앤.K.롤링,영미소설,11,0
2,2019-12-04,3,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,11,0
3,2019-12-04,4,90년생이 온다,임홍택,경제일반,11,0
4,2019-12-04,5,초격차,권오현,경영일반,11,0
5,2019-12-04,6,우리는 왜 잠을 자야 할까,매슈 워커,인문,11,0
6,2019-12-04,7,에이트,이지성,성공/삶의자세,11,0
7,2019-12-04,8,말 그릇,김윤나,설득/화술/협상,11,0
8,2019-12-04,9,야콥 시리즈,한스 라트,독일 소설,11,0
9,2019-12-04,10,제왕업,메이위저/zipcy,중국 소설,11,0
10,2019-12-04,11,가재가 노래하는 곳,델리아 오언스,영미소설,11,0
11,2019-12-04,12,12가지 인생의 법칙,조던 B. 피터슨,인문,11,0
0,2019-12-04,1,동급생,히가시노 게이고,일본 소설,11,20
1,2019-12-04,2,90년생이 온다,임홍택,경제일반,11,20
2,2019-12-04,3,해리 포터 시리즈,조앤.K.롤링,영미소설,11,20
3,2019-12-04,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,11,20
4,2019-12-04,5,가재가 노래하는 곳,델리아 오언스,영미소설,11,20
5,2019-12-04,6,초격차,권오현,경영일반,11,20
6,2019-12-04,7,직지,김진명,한국소설,11,20
7,2019-12-04,8,에이트,이지성,성공/삶의자세,11,20
8,2019-12-04,9,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,11,20
9,2019-12-04,10,야콥 시리즈,한스 라트,독일 소설,11,20
10,2019-12-04,11,디커플링,탈레스 S. 테이셰이라,경영일반,11,20
11,2019-12-04,12,테메레르,나오미 노빅,영미소설,11,20
0,2019-12-04,1,가재가 노래하는 곳,델리아 오언스,영미소설,11,40
1,2019-12-04,2,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,11,40
2,2019-12-04,3,해리 포터 시리즈,조앤.K.롤링,영미소설,11,40
3,2019-12-04,4,동급생,히가시노 게이고,일본 소설,11,40
4,2019-12-04,5,90년생이 온다,임홍택,경제일반,11,40
5,2019-12-04,6,일의 기쁨과 슬픔,장류진,한국소설,11,40
6,2019-12-04,7,검사내전,김웅,정치/사회,11,40
7,2019-12-04,8,타이탄의 도구들,티모시 페리스,성공/삶의자세,11,40
8,2019-12-04,9,사피엔스,유발 하라리,인문,11,40
9,2019-12-04,10,우리는 왜 잠을 자야 할까,매슈 워커,인문,11,40
10,2019-12-04,11,직지,김진명,한국소설,11,40
11,2019-12-04,12,초격차,권오현,경영일반,11,40
0,2019-12-04,1,동급생,히가시노 게이고,일본 소설,12,0
1,2019-12-04,2,가재가 노래하는 곳,델리아 오언스,영미소설,12,0
2,2019-12-04,3,해리 포터 시리즈,조앤.K.롤링,영미소설,12,0
3,2019-12-04,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,12,0
