,dates,rank,book_name,author,genre,hour,minute
8,2019-11-27,9,일의 기쁨과 슬픔,장류진,한국소설,18,0
9,2019-11-27,10,초격차,권오현,경영일반,18,0
10,2019-11-27,11,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,18,0
11,2019-11-27,12,하마터면 열심히 살 뻔했다,하완,에세이,18,0
0,2019-11-27,1,동급생,히가시노 게이고,일본 소설,18,20
1,2019-11-27,2,해리 포터 시리즈,조앤.K.롤링,영미소설,18,20
2,2019-11-27,3,초격차,권오현,경영일반,18,20
3,2019-11-27,4,일의 기쁨과 슬픔,장류진,한국소설,18,20
4,2019-11-27,5,팩트풀니스,한스 로슬링 외 2명,인문,18,20
5,2019-11-27,6,1일 1페이지 세상에서 가장 짧은 교양 수업 365,데이비드 S. 키더/노아 D. 오펜하임,인문,18,20
6,2019-11-27,7,키스방 이야기,나나로,에세이,18,20
7,2019-11-27,8,경제학 콘서트,팀 하포드,경제일반,18,20
8,2019-11-27,9,30분 통계학,구라타 히로시,경영일반,18,20
9,2019-11-27,10,하마터면 열심히 살 뻔했다,하완,에세이,18,20
10,2019-11-27,11,우리는 왜 잠을 자야 할까,매슈 워커,인문,18,20
11,2019-11-27,12,가재가 노래하는 곳,델리아 오언스,영미소설,18,20
0,2019-11-27,1,가재가 노래하는 곳,델리아 오언스,영미소설,18,40
1,2019-11-27,2,해리 포터 시리즈,조앤.K.롤링,영미소설,18,40
2,2019-11-27,3,죽여 마땅한 사람들,피터 스완슨,영미소설,18,40
3,2019-11-27,4,1일 1페이지 세상에서 가장 짧은 교양 수업 365,데이비드 S. 키더/노아 D. 오펜하임,인문,18,40
4,2019-11-27,5,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,18,40
5,2019-11-27,6,카피책,정철,기획/창의/리더십,18,40
6,2019-11-27,7,돈의 감각,이명로,경제일반,18,40
7,2019-11-27,8,하마터면 열심히 살 뻔했다,하완,에세이,18,40
8,2019-11-27,9,방랑자들,올가 토카르축,기타 국가 소설,18,40
9,2019-11-27,10,검사내전,김웅,정치/사회,18,40
10,2019-11-27,11,팩트풀니스,한스 로슬링 외 2명,인문,18,40
11,2019-11-27,12,화학 알아두면  사는 데 도움이 됩니다,씨에지에양,과학일반,18,40
0,2019-11-27,1,가재가 노래하는 곳,델리아 오언스,영미소설,19,0
1,2019-11-27,2,죽여 마땅한 사람들,피터 스완슨,영미소설,19,0
2,2019-11-27,3,동급생,히가시노 게이고,일본 소설,19,0
3,2019-11-27,4,초격차,권오현,경영일반,19,0
4,2019-11-27,5,1일 1페이지 세상에서 가장 짧은 교양 수업 365,데이비드 S. 키더/노아 D. 오펜하임,인문,19,0
5,2019-11-27,6,하마터면 열심히 살 뻔했다,하완,에세이,19,0
6,2019-11-27,7,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,19,0
7,2019-11-27,8,타이탄의 도구들,티모시 페리스,성공/삶의자세,19,0
8,2019-11-27,9,드래곤 라자,이영도,국내 판타지 소설,19,0
9,2019-11-27,10,돈의 감각,이명로,경제일반,19,0
10,2019-11-27,11,해리 포터 시리즈,조앤.K.롤링,영미소설,19,0
11,2019-11-27,12,골든아워,이국종,에세이,19,0
0,2019-11-27,1,가재가 노래하는 곳,델리아 오언스,영미소설,19,20
1,2019-11-27,2,해리 포터 시리즈,조앤.K.롤링,영미소설,19,20
2,2019-11-27,3,에이트,이지성,성공/삶의자세,19,20
3,2019-11-27,4,초격차,권오현,경영일반,19,20
4,2019-11-27,5,죽여 마땅한 사람들,피터 스완슨,영미소설,19,20
5,2019-11-27,6,아주 작은 목표의 힘,고다마 미쓰오,성공/삶의자세,19,20
6,2019-11-27,7,화폐전쟁,쑹훙빙,재테크/금융/부동산,19,20
7,2019-11-27,8,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,19,20
8,2019-11-27,9,하마터면 열심히 살 뻔했다,하완,에세이,19,20
9,2019-11-27,10,사피엔스,유발 하라리,인문,19,20
10,2019-11-27,11,드래곤 라자,이영도,국내 판타지 소설,19,20
11,2019-11-27,12,팩트풀니스,한스 로슬링 외 2명,인문,19,20
0,2019-11-27,1,동급생,히가시노 게이고,일본 소설,19,40
1,2019-11-27,2,해리 포터 시리즈,조앤.K.롤링,영미소설,19,40
2,2019-11-27,3,에이트,이지성,성공/삶의자세,19,40
3,2019-11-27,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,19,40
4,2019-11-27,5,죽여 마땅한 사람들,피터 스완슨,영미소설,19,40
5,2019-11-27,6,가재가 노래하는 곳,델리아 오언스,영미소설,19,40
6,2019-11-27,7,팩트풀니스,한스 로슬링 외 2명,인문,19,40
7,2019-11-27,8,사피엔스,유발 하라리,인문,19,40
8,2019-11-27,9,은하영웅전설,다나카 요시키,일본 소설,19,40
9,2019-11-27,10,312호에서는 303호 여자가 보인다,피터 스완슨,영미소설,19,40
10,2019-11-27,11,우리는 왜 잠을 자야 할까,매슈 워커,인문,19,40
11,2019-11-27,12,부자의 프레임,질 슐레진저,경영일반,19,40
0,2019-11-27,1,동급생,히가시노 게이고,일본 소설,20,0
1,2019-11-27,2,하마터면 열심히 살 뻔했다,하완,에세이,20,0
2,2019-11-27,3,가재가 노래하는 곳,델리아 오언스,영미소설,20,0
3,2019-11-27,4,당신이 화내는 진짜 이유,EBS 〈당신이 화내는 진짜 이유〉 제작팀,성공/삶의자세,20,0
4,2019-11-27,5,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,20,0
5,2019-11-27,6,신경 끄기의 기술,마크 맨슨/두진욱,성공/삶의자세,20,0
6,2019-11-27,7,죽여 마땅한 사람들,피터 스완슨,영미소설,20,0
7,2019-11-27,8,삼국지,요시카와 에이지,해외 역사소설,20,0
8,2019-11-27,9,에이트,이지성,성공/삶의자세,20,0
9,2019-11-27,10,딥러닝 레볼루션,테런스 J. 세즈노스키,경영일반,20,0
10,2019-11-27,11,부자의 프레임,질 슐레진저,경영일반,20,0
11,2019-11-27,12,할 수 있다! 퀀트 투자,강환국,재테크/금융/부동산,20,0
0,2019-11-27,1,하마터면 열심히 살 뻔했다,하완,에세이,20,20
1,2019-11-27,2,아주 작은 목표의 힘,고다마 미쓰오,성공/삶의자세,20,20
2,2019-11-27,3,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,20,20
3,2019-11-27,4,사피엔스,유발 하라리,인문,20,20
4,2019-11-27,5,이기적 유전자,리처드 도킨스,자연과학,20,20
5,2019-11-27,6,가재가 노래하는 곳,델리아 오언스,영미소설,20,20
6,2019-11-27,7,죽여 마땅한 사람들,피터 스완슨,영미소설,20,20
7,2019-11-27,8,셜록 홈즈 전집(개정판 최신 원전 완역본),아서 코난 도일,영미소설,20,20
8,2019-11-27,9,서른과 마흔 사이 나를 되돌아볼 시간,미리암 프리스,인문,20,20
9,2019-11-27,10,직지,김진명,한국소설,20,20
10,2019-11-27,11,삼국지,요시카와 에이지,해외 역사소설,20,20
11,2019-11-27,12,물 만난 물고기,이찬혁,한국소설,20,20
0,2019-11-27,1,하마터면 열심히 살 뻔했다,하완,에세이,20,40
1,2019-11-27,2,팩트풀니스,한스 로슬링 외 2명,인문,20,40
2,2019-11-27,3,동급생,히가시노 게이고,일본 소설,20,40
3,2019-11-27,4,묵상과 설교,성서유니온 출판부,기독교(개신교),20,40
4,2019-11-27,5,해리 포터 시리즈,조앤.K.롤링,영미소설,20,40
5,2019-11-27,6,아주 작은 목표의 힘,고다마 미쓰오,성공/삶의자세,20,40
6,2019-11-27,7,초격차,권오현,경영일반,20,40
7,2019-11-27,8,생각에 관한 생각,대니얼 카너먼,경영일반,20,40
8,2019-11-27,9,삼국지,요시카와 에이지,해외 역사소설,20,40
9,2019-11-27,10,물 만난 물고기,이찬혁,한국소설,20,40
10,2019-11-27,11,2019년 가을 장로들과 책임 형제들을 위한 국제 훈련,워치만 니/위트니스 리,종교일반,20,40
11,2019-11-27,12,여사제 타프티 (트랜서핑 V2.0),바딤 젤란드,성공/삶의자세,20,40
0,2019-11-27,1,해리 포터 시리즈,조앤.K.롤링,영미소설,21,0
1,2019-11-27,2,에이트,이지성,성공/삶의자세,21,0
2,2019-11-27,3,동급생,히가시노 게이고,일본 소설,21,0
3,2019-11-27,4,일의 기쁨과 슬픔,장류진,한국소설,21,0
4,2019-11-27,5,1일 1페이지 세상에서 가장 짧은 교양 수업 365,데이비드 S. 키더/노아 D. 오펜하임,인문,21,0
5,2019-11-27,6,트렌드 코리아 2020,김난도,마케팅/세일즈,21,0
6,2019-11-27,7,엄마 주식 사주세요,존 리,재테크/금융/부동산,21,0
7,2019-11-27,8,하버드 상위1퍼센트의 비밀,정주영,성공/삶의자세,21,0
8,2019-11-27,9,묵상과 설교,성서유니온 출판부,기독교(개신교),21,0
9,2019-11-27,10,12가지 인생의 법칙,조던 B. 피터슨,인문,21,0
10,2019-11-27,11,삼국지,요시카와 에이지,해외 역사소설,21,0
11,2019-11-27,12,죽여 마땅한 사람들,피터 스완슨,영미소설,21,0
0,2019-11-27,1,일의 기쁨과 슬픔,장류진,한국소설,21,20
1,2019-11-27,2,죽여 마땅한 사람들,피터 스완슨,영미소설,21,20
2,2019-11-27,3,일에 관한 9가지 거짓말,마커스 버킹엄/애슐리 구달,성공/삶의자세,21,20
3,2019-11-27,4,타이탄의 도구들,티모시 페리스,성공/삶의자세,21,20
4,2019-11-27,5,하버드 상위1퍼센트의 비밀,정주영,성공/삶의자세,21,20
5,2019-11-27,6,묵상과 설교,성서유니온 출판부,기독교(개신교),21,20
6,2019-11-27,7,우리는 왜 잠을 자야 할까,매슈 워커,인문,21,20
7,2019-11-27,8,해리 포터 시리즈,조앤.K.롤링,영미소설,21,20
8,2019-11-27,9,12가지 인생의 법칙,조던 B. 피터슨,인문,21,20
9,2019-11-27,10,부의 인문학,브라운스톤,재테크/금융/부동산,21,20
10,2019-11-27,11,말 그릇,김윤나,설득/화술/협상,21,20
11,2019-11-27,12,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,21,20
0,2019-11-27,1,90년생이 온다,임홍택,경제일반,21,40
1,2019-11-27,2,일의 기쁨과 슬픔,장류진,한국소설,21,40
2,2019-11-27,3,해리 포터 시리즈,조앤.K.롤링,영미소설,21,40
3,2019-11-27,4,가재가 노래하는 곳,델리아 오언스,영미소설,21,40
4,2019-11-27,5,박 회계사의 완벽한 재무제표,박동흠,경영일반,21,40
5,2019-11-27,6,타이탄의 도구들,티모시 페리스,성공/삶의자세,21,40
6,2019-11-27,7,화폐전쟁,쑹훙빙,재테크/금융/부동산,21,40
7,2019-11-27,8,드래곤 라자,이영도,국내 판타지 소설,21,40
8,2019-11-27,9,죽여 마땅한 사람들,피터 스완슨,영미소설,21,40
9,2019-11-27,10,미움받을 용기,기시미 이치로/고가 후미타케,인간관계,21,40
10,2019-11-27,11,우리는 왜 잠을 자야 할까,매슈 워커,인문,21,40
11,2019-11-27,12,하마터면 열심히 살 뻔했다,하완,에세이,21,40
0,2019-11-27,1,해리 포터 시리즈,조앤.K.롤링,영미소설,22,0
1,2019-11-27,2,2019년 가을 장로들과 책임 형제들을 위한 국제 훈련,워치만 니/위트니스 리,종교일반,22,0
2,2019-11-27,3,동급생,히가시노 게이고,일본 소설,22,0
3,2019-11-27,4,일의 기쁨과 슬픔,장류진,한국소설,22,0
4,2019-11-27,5,화폐전쟁,쑹훙빙,재테크/금융/부동산,22,0
5,2019-11-27,6,가재가 노래하는 곳,델리아 오언스,영미소설,22,0
6,2019-11-27,7,토지,박경리,한국소설,22,0
7,2019-11-27,8,야콥 시리즈,한스 라트,독일 소설,22,0
8,2019-11-27,9,아주 작은 목표의 힘,고다마 미쓰오,성공/삶의자세,22,0
9,2019-11-27,10,90년생이 온다,임홍택,경제일반,22,0
10,2019-11-27,11,타이탄의 도구들,티모시 페리스,성공/삶의자세,22,0
11,2019-11-27,12,팩트풀니스,한스 로슬링 외 2명,인문,22,0
0,2019-11-27,1,2019년 가을 장로들과 책임 형제들을 위한 국제 훈련,워치만 니/위트니스 리,종교일반,22,20
1,2019-11-27,2,동급생,히가시노 게이고,일본 소설,22,20
2,2019-11-27,3,가재가 노래하는 곳,델리아 오언스,영미소설,22,20
3,2019-11-27,4,에이트,이지성,성공/삶의자세,22,20
4,2019-11-27,5,90년생이 온다,임홍택,경제일반,22,20
5,2019-11-27,6,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,22,20
6,2019-11-27,7,아주 작은 목표의 힘,고다마 미쓰오,성공/삶의자세,22,20
7,2019-11-27,8,도파민형 인간,대니얼 Z. 리버먼,성공/삶의자세,22,20
8,2019-11-27,9,여사제 타프티 (트랜서핑 V2.0),바딤 젤란드,성공/삶의자세,22,20
9,2019-11-27,10,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,22,20
10,2019-11-27,11,12가지 인생의 법칙,조던 B. 피터슨,인문,22,20
11,2019-11-27,12,셜록 홈즈 전집(개정판 최신 원전 완역본),아서 코난 도일,영미소설,22,20
0,2019-11-27,1,2019년 가을 장로들과 책임 형제들을 위한 국제 훈련,워치만 니/위트니스 리,종교일반,22,40
1,2019-11-27,2,일의 기쁨과 슬픔,장류진,한국소설,22,40
2,2019-11-27,3,90년생이 온다,임홍택,경제일반,22,40
3,2019-11-27,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,22,40
4,2019-11-27,5,해리 포터 시리즈,조앤.K.롤링,영미소설,22,40
5,2019-11-27,6,가재가 노래하는 곳,델리아 오언스,영미소설,22,40
6,2019-11-27,7,동급생,히가시노 게이고,일본 소설,22,40
7,2019-11-27,8,제왕업,메이위저/zipcy,중국 소설,22,40
8,2019-11-27,9,아주 작은 목표의 힘,고다마 미쓰오,성공/삶의자세,22,40
9,2019-11-27,10,에이트,이지성,성공/삶의자세,22,40
10,2019-11-27,11,죽여 마땅한 사람들,피터 스완슨,영미소설,22,40
11,2019-11-27,12,셜록 홈즈 전집(개정판 최신 원전 완역본),아서 코난 도일,영미소설,22,40
0,2019-11-27,1,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,23,0
1,2019-11-27,2,동급생,히가시노 게이고,일본 소설,23,0
2,2019-11-27,3,90년생이 온다,임홍택,경제일반,23,0
3,2019-11-27,4,가재가 노래하는 곳,델리아 오언스,영미소설,23,0
4,2019-11-27,5,일의 기쁨과 슬픔,장류진,한국소설,23,0
5,2019-11-27,6,아주 작은 목표의 힘,고다마 미쓰오,성공/삶의자세,23,0
6,2019-11-27,7,2019년 가을 장로들과 책임 형제들을 위한 국제 훈련,워치만 니/위트니스 리,종교일반,23,0
7,2019-11-27,8,해리 포터 시리즈,조앤.K.롤링,영미소설,23,0
8,2019-11-27,9,제왕업,메이위저/zipcy,중국 소설,23,0
9,2019-11-27,10,직지,김진명,한국소설,23,0
10,2019-11-27,11,삼체,류츠신,중국 소설,23,0
11,2019-11-27,12,죽여 마땅한 사람들,피터 스완슨,영미소설,23,0
0,2019-11-28,1,90년생이 온다,임홍택,경제일반,9,0
1,2019-11-28,2,해리 포터 시리즈,조앤.K.롤링,영미소설,9,0
2,2019-11-28,3,가재가 노래하는 곳,델리아 오언스,영미소설,9,0
3,2019-11-28,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,9,0
4,2019-11-28,5,트렌드 코리아 2020,김난도,마케팅/세일즈,9,0
5,2019-11-28,6,하마터면 열심히 살 뻔했다,하완,에세이,9,0
6,2019-11-28,7,에이트,이지성,성공/삶의자세,9,0
7,2019-11-28,8,아주 작은 습관의 힘,제임스 클리어,성공/삶의자세,9,0
8,2019-11-28,9,검사내전,김웅,정치/사회,9,0
9,2019-11-28,10,나는 농담으로 과학을 말한다,오후,과학일반,9,0
10,2019-11-28,11,영어책 한권 외워봤니?,김민식,성공/삶의자세,9,0
11,2019-11-28,12,부의 인문학,브라운스톤,재테크/금융/부동산,9,0
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,9,20
1,2019-11-28,2,해리 포터 시리즈,조앤.K.롤링,영미소설,9,20
2,2019-11-28,3,90년생이 온다,임홍택,경제일반,9,20
3,2019-11-28,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,9,20
4,2019-11-28,5,트렌드 코리아 2020,김난도,마케팅/세일즈,9,20
5,2019-11-28,6,제왕업,메이위저/zipcy,중국 소설,9,20
6,2019-11-28,7,일의 기쁨과 슬픔,장류진,한국소설,9,20
7,2019-11-28,8,나는 농담으로 과학을 말한다,오후,과학일반,9,20
8,2019-11-28,9,밀레니얼 이코노미,홍춘욱/박종훈,경제일반,9,20
9,2019-11-28,10,직지,김진명,한국소설,9,20
10,2019-11-28,11,에이트,이지성,성공/삶의자세,9,20
11,2019-11-28,12,초격차,권오현,경영일반,9,20
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,9,40
1,2019-11-28,2,해리 포터 시리즈,조앤.K.롤링,영미소설,9,40
2,2019-11-28,3,90년생이 온다,임홍택,경제일반,9,40
3,2019-11-28,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,9,40
4,2019-11-28,5,일의 기쁨과 슬픔,장류진,한국소설,9,40
5,2019-11-28,6,제왕업,메이위저/zipcy,중국 소설,9,40
6,2019-11-28,7,트렌드 코리아 2020,김난도,마케팅/세일즈,9,40
7,2019-11-28,8,영어책 한권 외워봤니?,김민식,성공/삶의자세,9,40
8,2019-11-28,9,말 그릇,김윤나,설득/화술/협상,9,40
9,2019-11-28,10,하마터면 열심히 살 뻔했다,하완,에세이,9,40
10,2019-11-28,11,메시지 S 스탠더드 에디션,유진 피터슨,종교일반,9,40
11,2019-11-28,12,삼체,류츠신,중국 소설,9,40
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,10,0
1,2019-11-28,2,90년생이 온다,임홍택,경제일반,10,0
2,2019-11-28,3,해리 포터 시리즈,조앤.K.롤링,영미소설,10,0
3,2019-11-28,4,에이트,이지성,성공/삶의자세,10,0
4,2019-11-28,5,제왕업,메이위저/zipcy,중국 소설,10,0
5,2019-11-28,6,아주 작은 습관의 힘,제임스 클리어,성공/삶의자세,10,0
6,2019-11-28,7,나는 농담으로 과학을 말한다,오후,과학일반,10,0
7,2019-11-28,8,하기 싫은 일을 하는 힘,홍주현,성공/삶의자세,10,0
8,2019-11-28,9,초격차,권오현,경영일반,10,0
9,2019-11-28,10,메시지 S 스탠더드 에디션,유진 피터슨,종교일반,10,0
10,2019-11-28,11,직지,김진명,한국소설,10,0
11,2019-11-28,12,삼체,류츠신,중국 소설,10,0
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,10,20
1,2019-11-28,2,해리 포터 시리즈,조앤.K.롤링,영미소설,10,20
2,2019-11-28,3,제왕업,메이위저/zipcy,중국 소설,10,20
3,2019-11-28,4,90년생이 온다,임홍택,경제일반,10,20
4,2019-11-28,5,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,10,20
5,2019-11-28,6,아주 작은 습관의 힘,제임스 클리어,성공/삶의자세,10,20
6,2019-11-28,7,나는 농담으로 과학을 말한다,오후,과학일반,10,20
7,2019-11-28,8,말 그릇,김윤나,설득/화술/협상,10,20
8,2019-11-28,9,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,10,20
9,2019-11-28,10,일의 기쁨과 슬픔,장류진,한국소설,10,20
10,2019-11-28,11,에이머스 데커 시리즈,데이비드 발다치,영미소설,10,20
11,2019-11-28,12,이기적 유전자,리처드 도킨스,자연과학,10,20
0,2019-11-28,1,90년생이 온다,임홍택,경제일반,10,40
1,2019-11-28,2,가재가 노래하는 곳,델리아 오언스,영미소설,10,40
2,2019-11-28,3,해리 포터 시리즈,조앤.K.롤링,영미소설,10,40
3,2019-11-28,4,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,10,40
4,2019-11-28,5,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,10,40
5,2019-11-28,6,죽여 마땅한 사람들,피터 스완슨,영미소설,10,40
6,2019-11-28,7,직지,김진명,한국소설,10,40
7,2019-11-28,8,하마터면 열심히 살 뻔했다,하완,에세이,10,40
8,2019-11-28,9,포노 사피엔스,최재붕,경영일반,10,40
9,2019-11-28,10,아주 작은 습관의 힘,제임스 클리어,성공/삶의자세,10,40
10,2019-11-28,11,제왕업,메이위저/zipcy,중국 소설,10,40
11,2019-11-28,12,에이트,이지성,성공/삶의자세,10,40
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,11,0
1,2019-11-28,2,해리 포터 시리즈,조앤.K.롤링,영미소설,11,0
2,2019-11-28,3,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,11,0
3,2019-11-28,4,90년생이 온다,임홍택,경제일반,11,0
4,2019-11-28,5,제왕업,메이위저/zipcy,중국 소설,11,0
5,2019-11-28,6,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,11,0
6,2019-11-28,7,영어책 한권 외워봤니?,김민식,성공/삶의자세,11,0
7,2019-11-28,8,테메레르,나오미 노빅,영미소설,11,0
8,2019-11-28,9,직지,김진명,한국소설,11,0
9,2019-11-28,10,나는 농담으로 과학을 말한다,오후,과학일반,11,0
10,2019-11-28,11,눈물을 마시는 새,이영도,국내 판타지 소설,11,0
11,2019-11-28,12,2억 빚을 진 내가 뒤늦게 알게 된 소~오름 돋는 우주의 법칙,고이케 히로시,성공/삶의자세,11,0
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,11,20
1,2019-11-28,2,해리 포터 시리즈,조앤.K.롤링,영미소설,11,20
2,2019-11-28,3,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,11,20
3,2019-11-28,4,90년생이 온다,임홍택,경제일반,11,20
4,2019-11-28,5,트렌드 코리아 2020,김난도,마케팅/세일즈,11,20
5,2019-11-28,6,하마터면 열심히 살 뻔했다,하완,에세이,11,20
6,2019-11-28,7,직지,김진명,한국소설,11,20
7,2019-11-28,8,에이트,이지성,성공/삶의자세,11,20
8,2019-11-28,9,일의 기쁨과 슬픔,장류진,한국소설,11,20
9,2019-11-28,10,초격차,권오현,경영일반,11,20
10,2019-11-28,11,엄마의 자존감 공부,김미경,여성,11,20
11,2019-11-28,12,포노 사피엔스,최재붕,경영일반,11,20
0,2019-11-28,1,90년생이 온다,임홍택,경제일반,11,40
1,2019-11-28,2,가재가 노래하는 곳,델리아 오언스,영미소설,11,40
2,2019-11-28,3,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,11,40
3,2019-11-28,4,해리 포터 시리즈,조앤.K.롤링,영미소설,11,40
4,2019-11-28,5,트렌드 코리아 2020,김난도,마케팅/세일즈,11,40
5,2019-11-28,6,에이트,이지성,성공/삶의자세,11,40
6,2019-11-28,7,직지,김진명,한국소설,11,40
7,2019-11-28,8,제왕업,메이위저/zipcy,중국 소설,11,40
8,2019-11-28,9,테메레르,나오미 노빅,영미소설,11,40
9,2019-11-28,10,데미안,헤르만 헤세,독일 소설,11,40
10,2019-11-28,11,삼체,류츠신,중국 소설,11,40
11,2019-11-28,12,일의 기쁨과 슬픔,장류진,한국소설,11,40
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,12,0
1,2019-11-28,2,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,12,0
2,2019-11-28,3,해리 포터 시리즈,조앤.K.롤링,영미소설,12,0
3,2019-11-28,4,90년생이 온다,임홍택,경제일반,12,0
4,2019-11-28,5,에이트,이지성,성공/삶의자세,12,0
5,2019-11-28,6,일의 기쁨과 슬픔,장류진,한국소설,12,0
6,2019-11-28,7,트렌드 코리아 2020,김난도,마케팅/세일즈,12,0
7,2019-11-28,8,나는 농담으로 과학을 말한다,오후,과학일반,12,0
8,2019-11-28,9,직지,김진명,한국소설,12,0
9,2019-11-28,10,제왕업,메이위저/zipcy,중국 소설,12,0
10,2019-11-28,11,지금 바로 돈 버는 기술,김정환(창업다마고치),마케팅/세일즈,12,0
11,2019-11-28,12,죽여 마땅한 사람들,피터 스완슨,영미소설,12,0
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,12,20
1,2019-11-28,2,해리 포터 시리즈,조앤.K.롤링,영미소설,12,20
2,2019-11-28,3,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,12,20
3,2019-11-28,4,트렌드 코리아 2020,김난도,마케팅/세일즈,12,20
4,2019-11-28,5,90년생이 온다,임홍택,경제일반,12,20
5,2019-11-28,6,제왕업,메이위저/zipcy,중국 소설,12,20
6,2019-11-28,7,일의 기쁨과 슬픔,장류진,한국소설,12,20
7,2019-11-28,8,나는 농담으로 과학을 말한다,오후,과학일반,12,20
8,2019-11-28,9,사피엔스,유발 하라리,인문,12,20
9,2019-11-28,10,하마터면 열심히 살 뻔했다,하완,에세이,12,20
10,2019-11-28,11,미세먼지,김청귤 외 4명,한국소설,12,20
11,2019-11-28,12,테메레르,나오미 노빅,영미소설,12,20
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,12,40
1,2019-11-28,2,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,12,40
2,2019-11-28,3,에이트,이지성,성공/삶의자세,12,40
3,2019-11-28,4,해리 포터 시리즈,조앤.K.롤링,영미소설,12,40
4,2019-11-28,5,90년생이 온다,임홍택,경제일반,12,40
5,2019-11-28,6,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,12,40
6,2019-11-28,7,트렌드 코리아 2020,김난도,마케팅/세일즈,12,40
7,2019-11-28,8,일의 기쁨과 슬픔,장류진,한국소설,12,40
8,2019-11-28,9,나는 농담으로 과학을 말한다,오후,과학일반,12,40
9,2019-11-28,10,타이탄의 도구들,티모시 페리스,성공/삶의자세,12,40
10,2019-11-28,11,에이머스 데커 시리즈,데이비드 발다치,영미소설,12,40
11,2019-11-28,12,제왕업,메이위저/zipcy,중국 소설,12,40
0,2019-11-28,1,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,13,0
1,2019-11-28,2,가재가 노래하는 곳,델리아 오언스,영미소설,13,0
2,2019-11-28,3,아주 작은 반복의 힘,로버트 마우어,성공/삶의자세,13,0
3,2019-11-28,4,90년생이 온다,임홍택,경제일반,13,0
4,2019-11-28,5,해리 포터 시리즈,조앤.K.롤링,영미소설,13,0
5,2019-11-28,6,일의 기쁨과 슬픔,장류진,한국소설,13,0
6,2019-11-28,7,나는 농담으로 과학을 말한다,오후,과학일반,13,0
7,2019-11-28,8,트렌드 코리아 2020,김난도,마케팅/세일즈,13,0
8,2019-11-28,9,검사내전,김웅,정치/사회,13,0
9,2019-11-28,10,드래곤 라자,이영도,국내 판타지 소설,13,0
10,2019-11-28,11,사피엔스,유발 하라리,인문,13,0
11,2019-11-28,12,골든아워,이국종,에세이,13,0
0,2019-11-28,1,가재가 노래하는 곳,델리아 오언스,영미소설,13,20
1,2019-11-28,2,부자 아빠 가난한 아빠,로버트 기요사키,재테크/금융/부동산,13,20
2,2019-11-28,3,90년생이 온다,임홍택,경제일반,13,20
3,2019-11-28,4,해리 포터 시리즈,조앤.K.롤링,영미소설,13,20
4,2019-11-28,5,일의 기쁨과 슬픔,장류진,한국소설,13,20
5,2019-11-28,6,제왕업,메이위저/zipcy,중국 소설,13,20
6,2019-11-28,7,에이트,이지성,성공/삶의자세,13,20
7,2019-11-28,8,초격차,권오현,경영일반,13,20
8,2019-11-28,9,이기적 유전자,리처드 도킨스,자연과학,13,20
9,2019-11-28,10,피를 마시는 새,이영도,국내 판타지 소설,13,20
10,2019-11-28,11,죽여 마땅한 사람들,피터 스완슨,영미소설,13,20
